stop_id,stop_name,stop_lat,stop_lon,stop_code,tiploc_code,stop_desc,stop_timezone,wheelchair_boarding,platform_code,parent_station,location_type
9100ABDARE1,Aberdare (Platform 1),51.7145226,-3.4418333,ABA,ABDARE,,Europe/London,0,1,910GABDARE,0
9100ABDARE2,Aberdare (Platform 2),51.7145226,-3.4418333,ABA,ABDARE,,Europe/London,0,2,910GABDARE,0
9100ABDVY1,Aberdovey (Platform 1),52.5443486,-4.0563163,AVY,ABDVY,,Europe/London,0,1,910GABDVY,0
9100ABDVYBUS,Aberdovey (Platform BUS),52.5443486,-4.0563163,AVY,ABDVY,,Europe/London,0,BUS,910GABDVY,0
9100ABER1,Aber (Platform 1),51.5748662,-3.2298096,ABE,ABER,,Europe/London,0,1,910GABER,0
9100ABER2,Aber (Platform 2),51.5748662,-3.2298096,ABE,ABER,,Europe/London,0,2,910GABER,0
9100ABERBUS,Aber (Platform BUS),51.5748662,-3.2298096,ABE,ABER,,Europe/London,0,BUS,910GABER,0
9100ABGLELE1,Abergele & Pensarn (Platform 1),53.2945866,-3.5826531,AGL,ABGLELE,,Europe/London,0,1,910GABGLELE,0
9100ABGLELE2,Abergele & Pensarn (Platform 2),53.2945866,-3.5826531,AGL,ABGLELE,,Europe/London,0,2,910GABGLELE,0
9100ABGLELEBUS,Abergele & Pensarn (Platform BUS),53.29457303057,-3.58262198838,AGL,ABGLELE,,Europe/London,0,BUS,910GABGLELE,0
9100ABRDEENBUS,Aberdeen (Platform BUS),57.1426487,-2.0976346,ABD,ABRDEEN,,Europe/London,1,BUS,910GABRDEEN,0
9100ABRE1,Abererch (Platform 1),52.8983791,-4.3749053,ABH,ABRE,,Europe/London,0,1,910GABRE,0
9100ABRGVNYBUS,Abergavenny (Platform BUS),51.81668982233,-3.0096467989,AGV,ABRGVNY,,Europe/London,0,BUS,910GABRGVNY,0
9100ABRYSTH1,Aberystwyth (Platform 1),52.4138938,-4.0815468,AYW,ABRYSTH,,Europe/London,1,1,910GABRYSTH,0
9100ABRYSTHBUS,Aberystwyth (Platform BUS),52.4138938,-4.0815468,AYW,ABRYSTH,,Europe/London,1,BUS,910GABRYSTH,0
9100ABWDBUS,Abbey Wood (Platform BUS),51.4909519,0.1202208,ABW,ABWD,,Europe/London,1,BUS,910GABWD,0
9100ACBG1,Acton Bridge (Cheshire) (Platform 1),53.2662973,-2.602769,ACB,ACBG,,Europe/London,2,1,910GACBG,0
9100ACBG2,Acton Bridge (Cheshire) (Platform 2),53.2662973,-2.602769,ACB,ACBG,,Europe/London,2,2,910GACBG,0
9100ACBG3,Acton Bridge (Cheshire) (Platform 3),53.2662973,-2.602769,ACB,ACBG,,Europe/London,2,3,910GACBG,0
9100ACBGBUS,Acton Bridge (Cheshire) (Platform BUS),53.26650719553,-2.6031265241,ACB,ACBG,,Europe/London,2,BUS,910GACBG,0
9100ACKLNGT1,Acklington (Platform 1),55.3072171,-1.6517687,ACK,ACKLNGT,,Europe/London,0,1,910GACKLNGT,0
9100ACKLNGT2,Acklington (Platform 2),55.3072171,-1.6517687,ACK,ACKLNGT,,Europe/London,0,2,910GACKLNGT,0
9100ACLE1,Acle (Platform 1),52.6346757,1.5439772,ACL,ACLE,,Europe/London,0,1,910GACLE,0
9100ACLE2,Acle (Platform 2),52.6346757,1.5439772,ACL,ACLE,,Europe/London,0,2,910GACLE,0
9100ACLEBUS,Acle (Platform BUS),52.63468201731,1.54391527585,ACL,ACLE,,Europe/London,0,BUS,910GACLE,0
9100ACOCKSG1,Acocks Green (Platform 1),52.4495299,-1.8192378,ACG,ACOCKSG,,Europe/London,0,1,910GACOCKSG,0
9100ACOCKSG2,Acocks Green (Platform 2),52.4495299,-1.8192378,ACG,ACOCKSG,,Europe/London,0,2,910GACOCKSG,0
9100ACRNGTNBUS,Accrington (Platform BUS),53.75297118076,-2.36954777807,ACR,ACRNGTN,,Europe/London,0,BUS,910GACRNGTN,0
9100ACTONML3,Acton Main Line (Platform 3),51.5169789,-0.2679825,AML,ACTONML,,Europe/London,1,3,910GACTONML,0
9100ACTONML4,Acton Main Line (Platform 4),51.5169789,-0.2679825,AML,ACTONML,,Europe/London,1,4,910GACTONML,0
9100ADERLYP1,Adderley Park (Platform 1),52.4830865,-1.8551418,ADD,ADERLYP,,Europe/London,0,1,910GADERLYP,0
9100ADERLYP2,Adderley Park (Platform 2),52.4830865,-1.8551418,ADD,ADERLYP,,Europe/London,0,2,910GADERLYP,0
9100ADISHAM1,Adisham (Platform 1),51.2413424,1.1987288,ADM,ADISHAM,,Europe/London,0,1,910GADISHAM,0
9100ADISHAM2,Adisham (Platform 2),51.2413424,1.1987288,ADM,ADISHAM,,Europe/London,0,2,910GADISHAM,0
9100ADISHAMBUS,Adisham (Platform BUS),51.24120153594,1.19908926763,ADM,ADISHAM,,Europe/London,0,BUS,910GADISHAM,0
9100ADLC1,Adlington (Cheshire) (Platform 1),53.3197238,-2.1336443,ADC,ADLC,,Europe/London,0,1,910GADLC,0
9100ADLC2,Adlington (Cheshire) (Platform 2),53.3197238,-2.1336443,ADC,ADLC,,Europe/London,0,2,910GADLC,0
9100ADLESTN1,Addlestone (Platform 1),51.3731128,-0.4845082,ASN,ADLESTN,,Europe/London,0,1,910GADLESTN,0
9100ADLESTN2,Addlestone (Platform 2),51.3731128,-0.4845082,ASN,ADLESTN,,Europe/London,0,2,910GADLESTN,0
9100ADLESTNBUS,Addlestone (Platform BUS),51.37304566372,-0.48445671716,ASN,ADLESTN,,Europe/London,0,BUS,910GADLESTN,0
9100ADNL1,Adlington (Lancashire) (Platform 1),53.6130719,-2.6028597,ADL,ADNL,,Europe/London,0,1,910GADNL,0
9100ADNL2,Adlington (Lancashire) (Platform 2),53.6130719,-2.6028597,ADL,ADNL,,Europe/London,0,2,910GADNL,0
9100AIRBLES1,Airbles (Platform 1),55.7823984,-3.9944314,AIR,AIRBLES,,Europe/London,0,1,910GAIRBLES,0
9100AIRBLES2,Airbles (Platform 2),55.7823984,-3.9944314,AIR,AIRBLES,,Europe/London,0,2,910GAIRBLES,0
9100ALBNHRCBUS,Albany Park (Platform BUS),51.4353837,0.1259653,AYP,ALBNHRC,,Europe/London,2,BUS,910GALBNYPK,0
9100ALBNYPK1,Albany Park (Platform 1),51.4353837,0.1259653,AYP,ALBNYPK,,Europe/London,2,1,910GALBNYPK,0
9100ALBNYPK2,Albany Park (Platform 2),51.4353837,0.1259653,AYP,ALBNYPK,,Europe/London,2,2,910GALBNYPK,0
9100ALBRGHT1,Albrighton (Platform 1),52.6382346,-2.2692137,ALB,ALBRGHT,,Europe/London,0,1,910GALBRGHT,0
9100ALBRGHT2,Albrighton (Platform 2),52.6382346,-2.2692137,ALB,ALBRGHT,,Europe/London,0,2,910GALBRGHT,0
9100ALDMSTNBUS,Aldermaston (Platform BUS),51.4022099,-1.1367025,AMT,ALDMSTN,,Europe/London,0,BUS,910GALDMSTN,0
9100ALDRSHTBUS,Aldershot (Platform BUS),51.24641837711,-0.75985979888,AHT,ALDRSHT,,Europe/London,1,BUS,910GALDRSHT,0
9100ALDTON1,Aldrington (Platform 1),50.8363558,-0.1817423,AGT,ALDTON,,Europe/London,2,1,910GALDTON,0
9100ALDTON2,Aldrington (Platform 2),50.8363558,-0.1817423,AGT,ALDTON,,Europe/London,2,2,910GALDTON,0
9100ALDTONBUS,Aldrington (Platform BUS),50.83638383869,-0.18382143408,AGT,ALDTON,,Europe/London,2,BUS,910GALDTON,0
9100ALERTNBUS,LIVERPOOL SOUTH PW HL (Platform BUS),53.3581339,-2.8888085,ALE,ALERTN,,Europe/London,0,BUS,910GLVRPSPY,0
9100ALEXNDPBUS,Alexandra Palace (Platform BUS),51.5982024,-0.1206625,AAP,ALEXNDP,,Europe/London,2,BUS,910GALEXNDP,0
9100ALFRETN1,Alfreton (Platform 1),53.1010582,-1.3698401,ALF,ALFRETN,,Europe/London,0,1,910GALFRETN,0
9100ALFRETN2,Alfreton (Platform 2),53.1010582,-1.3698401,ALF,ALFRETN,,Europe/London,0,2,910GALFRETN,0
9100ALFRETNBUS,Alfreton (Platform BUS),53.1010582,-1.3698401,ALF,ALFRETN,,Europe/London,0,BUS,910GALFRETN,0
9100ALLENSWBUS,Allens West (Platform BUS),54.52462276218,-1.36111669221,ALW,ALLENSW,,Europe/London,0,BUS,910GALLENSW,0
9100ALRESFD1,Alresford (Essex) (Platform 1),51.8539985,0.9970365,ALR,ALRESFD,,Europe/London,0,1,910GALRESFD,0
9100ALRESFD2,Alresford (Essex) (Platform 2),51.8539985,0.9970365,ALR,ALRESFD,,Europe/London,0,2,910GALRESFD,0
9100ALSAGER1,Alsager (Platform 1),53.0930252,-2.2988432,ASG,ALSAGER,,Europe/London,0,1,910GALSAGER,0
9100ALSAGER2,Alsager (Platform 2),53.0930252,-2.2988432,ASG,ALSAGER,,Europe/London,0,2,910GALSAGER,0
9100ALSHAM1,Aylesham (Platform 1),51.2274229,1.2095904,AYH,ALSHAM,,Europe/London,0,1,910GALSHAM,0
9100ALSHAM2,Aylesham (Platform 2),51.2274229,1.2095904,AYH,ALSHAM,,Europe/London,0,2,910GALSHAM,0
9100ALSHAMBUS,Aylesham (Platform BUS),51.22725429648,1.2094529054,AYH,ALSHAM,,Europe/London,0,BUS,910GALSHAM,0
9100ALTHORN1,Althorne (Essex) (Platform 1),51.6477849,0.7517966,ALN,ALTHORN,,Europe/London,1,1,910GALTHORN,0
9100ALTONBUS,Alton (Platform BUS),51.15196879112,-0.96691319996,AON,ALTON,,Europe/London,1,BUS,910GALTON,0
9100ALTRNHM3,Altrincham (Platform 3),53.3876561,-2.3470824,ALT,ALTRNHM,,Europe/London,1,3,910GALTRNHM,0
9100ALTRNHM4,Altrincham (Platform 4),53.3876561,-2.3470824,ALT,ALTRNHM,,Europe/London,1,4,910GALTRNHM,0
9100ALTRNHMBUS,Altrincham (Platform BUS),53.3876561,-2.3470824,ALT,ALTRNHM,,Europe/London,1,BUS,910GALTRNHM,0
9100ALXANDR1,Alexandria (Platform 1),55.9852719,-4.5773243,ALX,ALXANDR,,Europe/London,1,1,910GALXANDR,0
9100ALXANDRBUS,Alexandria (Platform BUS),55.98508314964,-4.57748423627,ALX,ALXANDR,,Europe/London,1,BUS,910GALXANDR,0
9100ALXPD1,Alexandra Parade (Platform 1),55.8633135,-4.2106057,AXP,ALXPD,,Europe/London,2,1,910GALXPD,0
9100ALXPD2,Alexandra Parade (Platform 2),55.8633135,-4.2106057,AXP,ALXPD,,Europe/London,2,2,910GALXPD,0
9100AMERSHM1,Amersham (Platform 1),51.6740875,-0.6073643,AMR,AMERSHM,,Europe/London,1,1,910GAMERSHM,0
9100AMERSHM2,Amersham (Platform 2),51.6740875,-0.6073643,AMR,AMERSHM,,Europe/London,1,2,910GAMERSHM,0
9100AMERSHM3,Amersham (Platform 3),51.6740875,-0.6073643,AMR,AMERSHM,,Europe/London,1,3,910GAMERSHM,0
9100AMLY1,Amberley (Platform 1),50.8966534,-0.5419326,AMY,AMLY,,Europe/London,0,1,910GAMLY,0
9100AMLY2,Amberley (Platform 2),50.8966534,-0.5419326,AMY,AMLY,,Europe/London,0,2,910GAMLY,0
9100AMMANFD1,Ammanford (Platform 1),51.7955509,-3.996828,AMF,AMMANFD,,Europe/London,0,1,910GAMMANFD,0
9100AMMANFDBUS,Ammanford (Platform BUS),51.79597472721,-3.99673488783,AMF,AMMANFD,,Europe/London,1,BUS,910GAMMANFD,0
9100ANCASTR1,Ancaster (Platform 1),52.987708,-0.5353535,ANC,ANCASTR,,Europe/London,0,1,910GANCASTR,0
9100ANCASTR2,Ancaster (Platform 2),52.987708,-0.5353535,ANC,ANCASTR,,Europe/London,0,2,910GANCASTR,0
9100ANDOVERBUS,Andover (Platform BUS),51.211559,-1.4927767,ADV,ANDOVER,,Europe/London,0,BUS,910GANDOVER,0
9100ANGMRNG1,Angmering (Platform 1),50.8165151,-0.4881271,ANG,ANGMRNG,,Europe/London,0,1,910GANGMRNG,0
9100ANGMRNG2,Angmering (Platform 2),50.8165151,-0.4881271,ANG,ANGMRNG,,Europe/London,0,2,910GANGMRNG,0
9100ANGMRNGBUS,Angmering (Platform BUS),50.81657531232,-0.48939393986,ANG,ANGMRNG,,Europe/London,0,BUS,910GANGMRNG,0
9100ANSLBUS,Anniesland (Platform BUS),55.88935027219,-4.32195682994,ANL,ANSL,,Europe/London,0,BUS,910GANSL,0
9100APBY1,Appleby (Platform 1),54.58041,-2.486536,APP,APBY,,Europe/London,0,1,910GAPBY,0
9100APBY2,Appleby (Platform 2),54.58041,-2.486536,APP,APBY,,Europe/London,0,2,910GAPBY,0
9100APBYBUS,Appleby (Platform BUS),54.58034642846,-2.48669223087,APP,APBY,,Europe/London,0,BUS,910GAPBY,0
9100APDR1,Appledore (Kent) (Platform 1),51.0332869,0.8165763,APD,APDR,,Europe/London,0,1,910GAPDR,0
9100APDR2,Appledore (Kent) (Platform 2),51.0332869,0.8165763,APD,APDR,,Europe/London,0,2,910GAPDR,0
9100APDRBUS,Appledore (Kent) (Platform BUS),51.0332869,0.8165763,APD,APDR,,Europe/London,0,BUS,910GAPDR,0
9100APLYBDGBUS,Appley Bridge (Platform BUS),53.57867074359,-2.71925209845,APB,APLYBDG,,Europe/London,0,BUS,910GAPLYBDG,0
9100APSLEY1,Apsley (Platform 1),51.732365,-0.4629888,APS,APSLEY,,Europe/London,0,1,910GAPSLEY,0
9100APSLEY2,Apsley (Platform 2),51.732365,-0.4629888,APS,APSLEY,,Europe/London,0,2,910GAPSLEY,0
9100APSLEY3,Apsley (Platform 3),51.732365,-0.4629888,APS,APSLEY,,Europe/London,0,3,910GAPSLEY,0
9100APSLEY4,Apsley (Platform 4),51.732365,-0.4629888,APS,APSLEY,,Europe/London,0,4,910GAPSLEY,0
9100APSLEY6,Apsley (Platform 6),51.73252176017,-0.46293473253,APS,APSLEY,,Europe/London,0,6,910GAPSLEY,0
9100ARBROTHBUS,Arbroath (Platform BUS),56.5593376,-2.5892737,ARB,ARBROTH,,Europe/London,1,BUS,910GARBROTH,0
9100ARDRSHB1,Ardrossan Harbour (Platform 1),55.6400139,-4.8213544,ADS,ARDRSHB,,Europe/London,1,1,910GARDRSHB,0
9100ARDRSSB1,Ardrossan South Beach (Platform 1),55.6411682,-4.8005743,ASB,ARDRSSB,,Europe/London,1,1,910GARDRSSB,0
9100ARDRSTN1,Ardrossan Town (Platform 1),55.6398834,-4.8125364,ADN,ARDRSTN,,Europe/London,1,1,910GARDRSTN,0
9100ARDWICK1,Ardwick (Platform 1),53.47154982765,-2.21432180977,ADK,ARDWICK,,Europe/London,2,1,910GARDWICK,0
9100ARDWICK2,Ardwick (Platform 2),53.4711613,-2.2132093,ADK,ARDWICK,,Europe/London,2,2,910GARDWICK,0
9100ARGYLST1,Argyle Street (Platform 1),55.8576091,-4.2506187,AGS,ARGYLST,,Europe/London,2,1,910GARGYLST,0
9100ARGYLST2,Argyle Street (Platform 2),55.8576091,-4.2506187,AGS,ARGYLST,,Europe/London,2,2,910GARGYLST,0
9100ARLSEY1,Arlesey (Platform 1),52.0258212,-0.266464,ARL,ARLSEY,,Europe/London,0,1,910GARLSEY,0
9100ARLSEY2,Arlesey (Platform 2),52.0258212,-0.266464,ARL,ARLSEY,,Europe/London,0,2,910GARLSEY,0
9100ARLSEYBUS,Arlesey (Platform BUS),52.0258212,-0.266464,ARL,ARLSEY,,Europe/London,0,BUS,910GARLSEY,0
9100ARMDALE1,Armadale (West Lothian) (Platform 1),55.8865302,-3.6929618,ARM,ARMDALE,,Europe/London,1,1,910GARMDALE,0
9100ARMDALE2,Armadale (West Lothian) (Platform 2),55.8865302,-3.6929618,ARM,ARMDALE,,Europe/London,1,2,910GARMDALE,0
9100ARMTHWTBUS,Armathwaite (Platform BUS),54.80946514572,-2.77207104301,AWT,ARMTHWT,,Europe/London,0,BUS,910GARMTHWT,0
9100ARNSIDE1,Arnside (Platform 1),54.202601,-2.8280672,ARN,ARNSIDE,,Europe/London,0,1,910GARNSIDE,0
9100ARNSIDE2,Arnside (Platform 2),54.202601,-2.8280672,ARN,ARNSIDE,,Europe/London,0,2,910GARNSIDE,0
9100ARRAM1,Arram (Platform 1),53.8841174,-0.4263681,ARR,ARRAM,,Europe/London,0,1,910GARRAM,0
9100ARRAM2,Arram (Platform 2),53.8841174,-0.4263681,ARR,ARRAM,,Europe/London,0,2,910GARRAM,0
9100ARUNDEL1,Arundel (Platform 1),50.8480121,-0.5462656,ARU,ARUNDEL,,Europe/London,0,1,910GARUNDEL,0
9100ARUNDEL2,Arundel (Platform 2),50.8480121,-0.5462656,ARU,ARUNDEL,,Europe/London,0,2,910GARUNDEL,0
9100ASCOTBUS,Ascot (Berks) (Platform BUS),51.40624365202,-0.6758331694,ACT,ASCOT,,Europe/London,1,BUS,910GASCOT,0
9100ASFDMSX1,Ashford (Surrey) (Platform 1),51.436496,-0.4683126,AFS,ASFDMSX,,Europe/London,0,1,910GASFDMSX,0
9100ASFDMSX2,Ashford (Surrey) (Platform 2),51.436496,-0.4683126,AFS,ASFDMSX,,Europe/London,0,2,910GASFDMSX,0
9100ASFDMSXBUS,Ashford (Platform BUS),51.43650719705,-0.46807091587,AFS,ASFDMSX,,Europe/London,0,BUS,910GASFDMSX,0
9100ASHCHRCBUS,Ashchurch for Tewkesbury (Platform BUS),51.99890403964,-2.10875994357,ASC,ASHCHRC,,Europe/London,0,BUS,910GASHCHRC,0
9100ASHD1,Ashtead (Platform 1),51.3179225,-0.3073912,AHD,ASHD,,Europe/London,0,1,910GASHD,0
9100ASHD2,Ashtead (Platform 2),51.3179225,-0.3073912,AHD,ASHD,,Europe/London,0,2,910GASHD,0
9100ASHDBUS,Ashtead (Platform BUS),51.3179225,-0.3073912,AHD,ASHD,,Europe/London,0,BUS,910GASHD,0
9100ASHFKY1A,Ashford International (Platform 1A),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,1A,910GASHFKY,0
9100ASHFKY1B,Ashford International (Platform 1B),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,1B,910GASHFKY,0
9100ASHFKY1C,Ashford International (Platform 1C),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,1C,910GASHFKY,0
9100ASHFKY2A,Ashford International (Platform 2A),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,2A,910GASHFKY,0
9100ASHFKY2B,Ashford International (Platform 2B),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,2B,910GASHFKY,0
9100ASHFKY2C,Ashford International (Platform 2C),51.14333998281783,0.874731153374899,AFK,ASHFKY,,Europe/London,0,2C,910GASHFKY,0
9100ASHFKY4,Ashford International (Platform 4),51.14370585721,0.87619737944,AFK,ASHFKY,,Europe/London,1,4,910GASHFKY,0
9100ASHFKY5A,Ashford International (Platform 5A),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,5A,910GASHFKY,0
9100ASHFKY5B,Ashford International (Platform 5B),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,5B,910GASHFKY,0
9100ASHFKY5C,Ashford International (Platform 5C),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,5C,910GASHFKY,0
9100ASHFKY6A,Ashford International (Platform 6A),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,6A,910GASHFKY,0
9100ASHFKY6B,Ashford International (Platform 6B),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,6B,910GASHFKY,0
9100ASHFKY6C,Ashford International (Platform 6C),51.14302500079898,0.8763744661053396,AFK,ASHFKY,,Europe/London,0,6C,910GASHFKY,0
9100ASHFKYBUS,Ashford International (Platform BUS),51.143379,0.8752323,AFK,ASHFKY,,Europe/London,1,BUS,910GASHFKY,0
9100ASHH1,Ash (Platform 1),51.2497298,-0.7129145,ASH,ASHH,,Europe/London,0,1,910GASHH,0
9100ASHH2,Ash (Platform 2),51.2497298,-0.7129145,ASH,ASHH,,Europe/London,0,2,910GASHH,0
9100ASHHBUS,Ash (Platform BUS),51.24959731625,-0.71280538722,ASH,ASHH,,Europe/London,0,BUS,910GASHH,0
9100ASHLEY1,Ashley (Platform 1),53.3557218,-2.341439,ASY,ASHLEY,,Europe/London,0,1,910GASHLEY,0
9100ASHLEY2,Ashley (Platform 2),53.3557218,-2.341439,ASY,ASHLEY,,Europe/London,0,2,910GASHLEY,0
9100ASHLEYBUS,Ashley (Platform BUS),53.35572365976,-2.34146042588,ASY,ASHLEY,,Europe/London,0,BUS,910GASHLEY,0
9100ASHONUL1,Ashton-under-Lyne (Platform 1),53.4911925,-2.09355,AHN,ASHONUL,,Europe/London,0,1,910GASHONUL,0
9100ASHONUL2,Ashton-under-Lyne (Platform 2),53.4911925,-2.09355,AHN,ASHONUL,,Europe/London,0,2,910GASHONUL,0
9100ASHURST1,Ashurst (Kent) (Platform 1),51.1284231,0.1526024,AHS,ASHURST,,Europe/London,0,1,910GASHURST,0
9100ASHURST2,Ashurst (Kent) (Platform 2),51.1284231,0.1526024,AHS,ASHURST,,Europe/London,0,2,910GASHURST,0
9100ASHURSTBUS,Ashurst (Platform BUS),51.12866279737,0.15265220319,AHS,ASHURST,,Europe/London,0,BUS,910GASHURST,0
9100ASHVALE1,Ash Vale (Platform 1),51.2725337,-0.7214571,AHV,ASHVALE,,Europe/London,2,1,910GASHVALE,0
9100ASHVALE2,Ash Vale (Platform 2),51.2725337,-0.7214571,AHV,ASHVALE,,Europe/London,2,2,910GASHVALE,0
9100ASHVALEBUS,Ash Vale (Platform BUS),51.2722469404,-0.72164850871,AHV,ASHVALE,,Europe/London,2,BUS,910GASHVALE,0
9100ASHWELC1,Ashwell & Morden (Platform 1),52.0306258,-0.1099212,AWM,ASHWELC,,Europe/London,2,1,910GASHWELC,0
9100ASHWELC2,Ashwell & Morden (Platform 2),52.0306258,-0.1099212,AWM,ASHWELC,,Europe/London,2,2,910GASHWELC,0
9100ASHWELCBUS,Ashwell & Morden (Platform BUS),52.03077214672,-0.10978883668,AWM,ASHWELC,,Europe/London,2,BUS,910GASHWELC,0
9100ASKAM1,Askam (Platform 1),54.1891252,-3.2045609,ASK,ASKAM,,Europe/London,0,1,910GASKAM,0
9100ASKAM2,Askam (Platform 2),54.1891252,-3.2045609,ASK,ASKAM,,Europe/London,0,2,910GASKAM,0
9100ASLCKTN1,Aslockton (Platform 1),52.9515525,-0.8984194,ALK,ASLCKTN,,Europe/London,0,1,910GASLCKTN,0
9100ASLCKTN2,Aslockton (Platform 2),52.9515525,-0.8984194,ALK,ASLCKTN,,Europe/London,0,2,910GASLCKTN,0
9100ASPLEYG1,Aspley Guise (Platform 1),52.0212048,-0.6326933,APG,ASPLEYG,,Europe/London,1,1,910GASPLEYG,0
9100ASPLEYG2,Aspley Guise (Platform 2),52.0212048,-0.6326933,APG,ASPLEYG,,Europe/London,1,2,910GASPLEYG,0
9100ASPTRIA1,Aspatria (Platform 1),54.7589539,-3.3318813,ASP,ASPTRIA,,Europe/London,0,1,910GASPTRIA,0
9100ASPTRIA2,Aspatria (Platform 2),54.7589539,-3.3318813,ASP,ASPTRIA,,Europe/London,0,2,910GASPTRIA,0
9100ATHRSTN1,Atherstone (Platform 1),52.5784071,-1.5522587,ATH,ATHRSTN,,Europe/London,0,1,910GATHRSTN,0
9100ATHRSTN2,Atherstone (Platform 2),52.5784071,-1.5522587,ATH,ATHRSTN,,Europe/London,0,2,910GATHRSTN,0
9100ATNBRO1,Attenborough (Platform 1),52.9064132,-1.2311523,ATB,ATNBRO,,Europe/London,0,1,910GATNBRO,0
9100ATNBRO2,Attenborough (Platform 2),52.9064132,-1.2311523,ATB,ATNBRO,,Europe/London,0,2,910GATNBRO,0
9100ATNBROBUS,Attenborough (Platform BUS),52.90621295338,-1.23141548016,ATB,ATNBRO,,Europe/London,0,BUS,910GATNBRO,0
9100ATTLBON1,Attleborough (Platform 1),52.5144202,1.0222088,ATL,ATTLBON,,Europe/London,0,1,910GATTLBON,0
9100ATTLBON2,Attleborough (Platform 2),52.5144202,1.0222088,ATL,ATTLBON,,Europe/London,0,2,910GATTLBON,0
9100AVONMTHBUS,Avonmouth (Platform BUS),51.4997221,-2.6988623,AVN,AVONMTH,,Europe/London,0,BUS,910GAVONMTH,0
9100AYLESFD1,Aylesford (Platform 1),51.3015328,0.4657666,AYL,AYLESFD,,Europe/London,0,1,910GAYLESFD,0
9100AYLESFD2,Aylesford (Platform 2),51.3015328,0.4657666,AYL,AYLESFD,,Europe/London,0,2,910GAYLESFD,0
9100AYLESFDBUS,Aylesford (Platform BUS),51.301317844,0.46617068355,AYL,AYLESFD,,Europe/London,0,BUS,910GAYLESFD,0
9100AYLSBRYBUS,Aylesbury (Platform BUS),51.81389057916,-0.81509590543,AYS,AYLSBRY,,Europe/London,1,BUS,910GAYLSBRY,0
9100AYLSPWY1,Aylesbury Vale Parkway (Platform 1),51.8312778,-0.859831,AVP,AYLSPWY,,Europe/London,1,1,910GAYLSPWY,0
9100AYLSPWYBUS,Aylesbury Vale Parkway (Platform BUS),51.83115901817,-0.86018234228,AVP,AYLSPWY,,Europe/London,1,BUS,910GAYLSPWY,0
9100BACHEBUS,Bache (Platform BUS),53.20878566244,-2.89167004578,BAC,BACHE,,Europe/London,0,BUS,910GBACHE,0
9100BAGE1,Burnage (Platform 1),53.4221262,-2.2151579,BNA,BAGE,,Europe/London,0,1,910GBAGE,0
9100BAGE2,Burnage (Platform 2),53.4221262,-2.2151579,BNA,BAGE,,Europe/London,0,2,910GBAGE,0
9100BAGSHOT1,Bagshot (Platform 1),51.3643336,-0.6885039,BAG,BAGSHOT,,Europe/London,0,1,910GBAGSHOT,0
9100BAGSHOT2,Bagshot (Platform 2),51.3643336,-0.6885039,BAG,BAGSHOT,,Europe/London,0,2,910GBAGSHOT,0
9100BAGSHOTBUS,Bagshot (Platform BUS),51.36436751968,-0.68866191091,BAG,BAGSHOT,,Europe/London,0,BUS,910GBAGSHOT,0
9100BALCOMBBUS,Balcombe (Platform BUS),51.0555957,-0.137032,BAB,BALCOMB,,Europe/London,0,BUS,910GBALCOMB,0
9100BALDOCKBUS,Baldock (Platform BUS),51.99287120941,-0.18756367372,BDK,BALDOCK,,Europe/London,2,BUS,910GBALDOCK,0
9100BALHAMBUS,Balham (Platform BUS),51.4428285,-0.1514426,BAL,BALHAM,,Europe/London,0,BUS,910GBALHAM,0
9100BALISTN1,Baillieston (Platform 1),55.8445129,-4.1137169,BIO,BALISTN,,Europe/London,1,1,910GBALISTN,0
9100BALISTN2,Baillieston (Platform 2),55.8445129,-4.1137169,BIO,BALISTN,,Europe/London,1,2,910GBALISTN,0
9100BALLOCH1,Balloch (Platform 1),56.0023629,-4.5832835,BHC,BALLOCH,,Europe/London,1,1,910GBALLOCH,0
9100BALLOCHBUS,Balloch (Platform BUS),56.00293367261,-4.5834854062,BHC,BALLOCH,,Europe/London,1,BUS,910GBALLOCH,0
9100BAMFORDBUS,Bamford (Platform BUS),53.33899974575,-1.68908172623,BAM,BAMFORD,,Europe/London,0,BUS,910GBAMFORD,0
9100BANGORBUS,Bangor (Gwynedd) (Platform BUS),53.22228257233,-4.13587993187,BNG,BANGOR,,Europe/London,1,BUS,910GBANGOR,0
9100BANSTED1,Banstead (Platform 1),51.3294324,-0.2137196,BAD,BANSTED,,Europe/London,2,1,910GBANSTED,0
9100BARELABUS,Bare Lane (Platform BUS),54.07454140233,-2.83533041899,BAR,BARELA,,Europe/London,0,BUS,910GBARELA,0
9100BARGOEDBUS,Bargoed (Platform BUS),51.6929046,-3.2300431,BGD,BARGOED,,Europe/London,0,BUS,910GBARGOED,0
