stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
COOMJGF,,COOMBE JUNCTION,,50.4434362236926,-4.48028890865177
COOMLAR,,MOORSWATER LISKEARD TARMAC,,50.4517751444846,-4.48862648049175
COOMMOR,,MOORSWATER,,50.4517689593575,-4.48861783432622
COOMTCR,,MOORSWATER TARMAC COLAS,,50.4514467970888,-4.48792874713687
COPHWJN,,COPLEY HILL WEST JUNCTION,,53.7886424909309,-1.57510778905513
COPLSTN,COP,Copplestone Rail Station,,50.81446653834,-3.75157170718
COPR105,,COPPERMILL JN SIG L1005,,51.5733835335442,-0.0513953791441915
COPRMLJ,XMI,COPPERMILL JUNCTION,,51.574070823417,-0.0526167613916635
COPYPIT,,COPY PIT,,53.7427318455801,-2.17602949717632
CORB24,,CORBY SIGNAL MJ24,,52.5843292628001,-0.658670309037048
CORB974,,CORBY SIGNAL KM3974,,52.499694779716,-0.681553018944717
CORBAUT,,AUTO LINK CORBY,,52.490381205402,-0.657800028139959
CORBBSC,,BSC TUBE WORKS,,52.5005646884981,-0.659520339915308
CORBGFC,,CORBY BSC AUTOMOTIVE TERMINAL,,52.489525315447,-0.662671357282044
CORBGRT,,GRETTON,,52.5378618091351,-0.682251004579152
CORBHSB,,HARRINGWORTH SIGNAL BOX,,52.5591908651323,-0.655589915394495
CORBJ15,,CORBY SIG MJ15,,52.49970297582,-0.681604157379463
CORBLEW,,CORBY (LEWIN ROAD),,52.4877538491256,-0.688795133414614
CORBOAK,,CORBY (OAKLEY ROAD),,52.4877538491256,-0.688795133414614
CORBROC,,CORBY (ROCKINGHAM ROAD),,52.4877538491256,-0.688795133414614
CORBRRL,,CORBY NORTH RUN-ROUND LOOP,,52.4880775477493,-0.688610231549444
CORBSV,,SEATON VIADUCT,,52.5843181184464,-0.658673105821372
CORBTOC,,CORBY TOWN CENTRE,,52.4877538491256,-0.688795133414614
CORBY,COR,Corby Rail Station,,52.48885139085,-0.68833531673
CORBYNJ,,CORBY NORTH JUNCTION,,52.4868253645109,-0.689045625152107
CORK,COK,CORK,,51.90109,-8.45908
CORKBIF,,CORK B&I FERRYPORT,,,
CORKRNG,COF,CORK RINGASKIDDY FERRYPORT,,,
CORKTIV,,CORK TIVOLI FERRYPORT,,,
CORNTLC,,CORNTON LEVEL CROSSING,,56.1435329281446,-3.9471879416003
CORNTON,,SB METER(CORNTON),,56.1325254883051,-3.93555941885236
CORPACH,CPA,Corpach Rail Station,,56.84282689887,-5.12195649279
CORPCPM,,WIGGINS TEAPE (UK) (TLC),,56.8429924766125,-5.14083876727815
CORPFLT,,CORPACH FREIGHTLINER,,56.8410235762121,-5.14675196568771
CORPGBR,,CORPACH GBRF,,56.83963,-5.1500793
CORROCE,,CORROUR C.E.,,56.7594457111747,-4.68924214418002
CORROUR,CRR,Corrour Rail Station,,56.76021359515,-4.69060019526
CORSHAM,,CORSHAM,,51.425598952406,-2.19071778170243
CORSNEW,,CORSHAM BUS,,51.4342297216633,-2.19846657609382
CORYTON,COY,Coryton Rail Station,,51.52043601653,-3.23181788193
COSELEY,CSY,Coseley Rail Station,,52.54508249646,-2.08577748289
COSFDGL,,COSFORD DGL,,52.6448460895946,-2.30065547836338
COSFORD,COS,Cosford Rail Station,,52.64483387472,-2.30027466756
COSFTAM,,COSFORD TAMPER SIDING,,52.6451000734521,-2.30519594743862
COSFUGL,,COSFORD UGL,,52.6448460895946,-2.30065547836338
COSHAM,CSA,Cosham Rail Station,,50.84192411568,-1.06732868373
COSHAMJ,,COSHAM JUNCTION,,50.8394859276496,-1.05579727473181
COTAFHH,,COTTAM,,53.3072002864308,-0.779069866051987
COTAGBF,,COTTAM POWER STATION,,53.3071828803353,-0.778473340751037
COTAMCW,,M&EE,,53.3072415971365,-0.779743207147108
COTAMPS,,CEGB,,53.3071625828633,-0.778831651231855
COTNGLY,COT,Cottingley Rail Station,,53.76781663135,-1.58770804242
COTOGBR,,COTON HILL TC GBRF,,52.7188314689034,-2.75345349606485
COTONDB,,COTON HILL (DBC),,52.718850461303,-2.75350816700263
COTONH,,COTON HILL T C,,52.7186818937884,-2.75328852551296
COVAREN,CAA,Coventry Arena Rail Station,,52.44773294663,-1.49412454597
COVELC,,COVE LEVEL CROSSING,,55.0249939950211,-3.148394922986
COVN517,,COVENTRY SIG LC6517,,52.3976530216913,-1.5086353728705
COVN532,,COVENTRY SIG CB1532,,52.4017505149,-1.52152288802303
COVN538,,COVENTRY SIG CN1538,,52.4051243472227,-1.52688172914038
COVNCE,,CE SIDING,,52.3986328679551,-1.50896271954705
COVNCOL,,COVENTRY PROLOGIS PARK,,52.4468697214024,-1.49898648126236
COVNCRD,,COUNDON ROAD LC (COVENTRY),,52.4135098,-1.5229521
COVNGHJ,,GIBBET HILL JUNCTION,,52.3743073482008,-1.53985387960346
COVNNJN,,Coventry North Jn,,52.4015286,-1.5201603
COVNNY,,COVENTRY,,52.4008284139406,-1.5134504815923
COVNPKJ,,Coventry Park Jn,,52.3939796,-1.5134906
COVNTRY,COV,Coventry Rail Station,,52.40081364453,-1.51345961399
COVNYD,,COVENTRY YARD,,52.4020194127244,-1.52124048142057
COWDBUS,,COWDEN CROSROADS,,51.1502843017563,0.100406486129986
COWDEN,CWN,Cowden Rail Station,,51.15563724209,0.11003281206
COWESE,,COWES EAST RFSHP,,50.7587286403481,-1.29106643594726
COWESW,,COWES WEST RDJET,,50.7623597955913,-1.29668307639693
COWGRNX,,COW GREEN CROSSOVER,,52.2512445842136,1.00394429564296
COWLEYH,,PILKINGTON(COWLEY HILL),,53.4662959967905,-2.73235684910759
COWPBUS,CPS,COWPLAIN SHOPS,,50.8947639,-1.0155666
CPNHRST,CPU,Capenhurst Rail Station,,53.26017358053,-2.94228478229
CPPITSD,,CHURCH PATH PIT SDGS,,51.441163716214,0.332958729848713
CPYHLDJ,,COPYHOLD JUNCTION,,51.0166847914821,-0.10542159553974
CRADLYH,CRA,Cradley Heath Rail Station,,52.46965356315,-2.0904881333
CRAGMIL,,CRAG MILL LOOP,,55.6061087798461,-1.81532130776925
CRAGMLD,,Crag Mill Down Loop,,55.604438,-1.8130203
CRAGMLU,,Crag Mill Up Loop,,55.6022141,-1.810063
CRAHALL,,CRADLEHALL,,57.4808131153518,-4.18724028721937
CRAIGCO,,CRAIGO CROSSOVER,,56.7705600467315,-2.51236838249742
CRAIGO,,CRAIGO S B,,56.7703131276423,-2.51201863871423
CRAIGOC,,CE SIDING,,56.7703131276423,-2.51201863871423
CRANDLP,,CRANMORE DOWN LOOP,,51.1672967559677,0.606859125469753
CRANMOR,,BR PASSENGER TRAIN REPORTING,,51.1847343557532,-2.47974673993136
CRANMRE,,CRANMORE,,,
CRAVE16,,CRAVEN ARMS SIGNAL CA16,,52.4471285535963,-2.83904820696119
CRAVE19,,CRAVEN ARMS SIGNAL CA19,,52.4483175689179,-2.83941613675234
CRAVENA,CRV,Craven Arms Rail Station,,52.44253876059,-2.83742187138
CRAVSDG,,CRAVEN ARMS UP SIDINGS,,52.4421189734937,-2.83751589468795
CRAWFHH,,CRAWLEY F.Y.(FLHH),,51.135241,-0.1623448
CRAWFYO,,FOSTER YEOMAN,,51.1341982363204,-0.161564124734974
CRAWGBR,,CRAWLEY NEW YARD (GBRF),,51.1350700631504,-0.160864703544004
CRAWLEY,CRW,Crawley Rail Station,,51.11221380254,-0.18667285642
CRAWNYD,XYC,CRAWLEY NEW YARD,,51.132908762358,-0.161171481178845
CRAWRMC,,READY MIX CONCRETE,,51.1349371122902,-0.161470179774971
CRBG,CRB,Corbridge Rail Station,,54.96626087452,-2.01840007432
CRBTLNJ,,CORBETTS LANE JUNCTION,,51.4898497026876,-0.0542746930070397
CRCK,CKL,Corkickle Rail Station,,54.54167932991,-3.58216404854
CRCRFTJ,,CARCROFT,,53.5746251167196,-1.18371585005297
CRDFAIR,,CARDIFF AIR RIA,,51.3943045868318,-3.34529607591079
CRDFBUS,,CARDIFF CENTRAL BUS STN,,51.4761239115501,-3.17922664738025
CRDFCEN,CDF,Cardiff Central Rail Station,,51.47602538995,-3.17930174024
CRDFE,,CARDIFF EAST,,51.4761639000727,-3.1749948043385
CRDFGBF,,CARDIFF CASTLE WORKS (GBRF),,51.475167307517,-3.16141439337377
CRDFRBJ,,CARDIFF RADYR BRANCH JN,,51.4754636466512,-3.19044498478621
CRDFSTD,,CARDIFF ST DAVIDS HOUSE,,,
CRDFW,,CARDIFF WEST,,51.4757690131194,-3.18618560405894
CRED11,,CREDITON SIGNAL CN11,,50.7830212,-3.6517685
CREDITN,CDI,Crediton Rail Station,,50.78330268723,-3.64677756932
CRESING,CES,Cressing Rail Station,,51.85233670596,0.57796116785
CREW105,,CREWE SIG. CE105,,53.0797858,-2.4273316
CREW110,,CREWE SIG CE110,,53.0874140934004,-2.433062880108
CREW142,,CREWE SIG. CE 142,,53.0940342159752,-2.438820835294
CREW154,,CREWE SIGNAL CE154,,,
CREW533,,SIG. CE533,,53.0824582947073,-2.42875365544221
CREW543,,CREWE SIG.CE543,,53.0874266991353,-2.43306719381502
CREW551,,CREWE SIG. CE551,,53.0849526062267,-2.43057647436882
CREW902,,GRESTY LANE SIG GL9023,,53.079562842844,-2.43763412666409
CREW904,,GRESTY LANE SIG GL9042,,53.0813666,-2.4334005
CREW998,,CREWE,,53.0896395754613,-2.43296948743048
CREWB20,,CREWE BASFORD HALL SIG 20,,53.0636606223512,-2.41799522591211
CREWBHG,,CREWE BAS HALL S.S.M. GBRF,,53.0681901984694,-2.420814982281
CREWBHJ,,BASFORD HALL JUNCTION,,53.063652377307,-2.41799379187695
CREWBHM,XXM,BASFORD HALL SS (MIDDLE),,53.0753347848637,-2.42794634935435
CREWBHN,XXC,BASFORD HALL SS (NORTH),,53.0753347848637,-2.42794634935435
CREWBHS,,CREWE BAS HALL S.S.S.,,53.0696680648224,-2.42232185313246
CREWBLS,,CREWE BASFORD HALL LHS,,53.0753347848637,-2.42794634935435
CREWBSS,,BASFORD HALL S.S.,,53.0696680648224,-2.42232185313246
CREWCET,,CREWE C.E.T. SDGS,,53.0917911580392,-2.43384307796545
CREWDED,,RES CREWE TMD:DIRECT STAFF,,53.0853202982663,-2.43227518934411
CREWDHS,,LHS,,53.0855907529227,-2.43130711552613
CREWDRS,,DOWN REFUGE SIDING,,53.0762372993502,-2.42535660786021
CREWE,CRE,Crewe Rail Station,,53.08962486723,-2.43296883345
CREWECS,XCR,CREWE CARRIAGE SIDINGS,,53.0789185000234,-2.42637466952096
CREWECY,,COAL YARD,,53.1003463321169,-2.43915091808113
CREWEDL,,DOWN LOOP,,53.0789303619285,-2.42638332710433
CREWEED,,CREWE T.M.D. (E) STORE,,53.0971758601913,-2.45347109565178
CREWEFP,,Crewe F.p.,,53.0859693,-2.4317728
CREWEGL,,L H S,,53.0802399328148,-2.43577414192692
CREWEMD,,CREWE IEMD RESTRUCTURED TM,,53.0972196982974,-2.45755216138125
CREWENJ,,NORTH JN,,53.0922040512533,-2.43472739265181
CREWESJ,,SOUTH JN,,53.084211624455,-2.42977256313539
CREWESN,,CREWE SHUNTING NECK,,53.0810012951137,-2.43041956513627
CREWESW,,STEELWORKS SIGNAL BOX,,53.0994657809381,-2.46262433246528
CREWESY,XCT,SOUTH YARD CHS,,53.081345083543,-2.42924910968547
CREWETS,,CREWE THOMAS STREET C.C.E.,,53.0994896813726,-2.43841509570411
CREWEVQ,,CREWE VIRTUAL QUARRY,,53.0739954025239,-2.4255295780781
CREWG14,,GRESTY LANE SIG GL9014,,,
CREWGB1,,GRESTY BRIDGE NO.1 SIDING,,,
CREWGBM,,CREWE GRESTY BRIDGE TMD,,53.079384252071,-2.43731698575039
CREWGBV,,CREWE GRESTY BDGE SDGS VWR,,53.075946822122,-2.44814686185681
CREWGGE,,CREWE GRESTY GREEN EAST JN,,53.078581028984,-2.44065046308364
CREWGGF,,CREWE GRESTY GREEN (FLHH),,53.0976731,-2.4575504
CREWGGN,,CE SIDING (GRESTY GREEN),,53.0757690135008,-2.44794001705796
CREWGGW,,CREWE GRESTY GREEN WEST JN,,53.0746777842724,-2.45126324268117
CREWGLR,,GRESTY LANE RECP,,53.0759362426914,-2.44813939551276
CREWGUL,,GRESTY GREEN THROUGH SDG,,53.0747597218875,-2.45090246479463
CREWGUN,,GRESTY GREEN SIDINGS NECK,,,
CREWGW1,,CREWE GRESTY ROAD NO.1 SDGS,,53.0763501550929,-2.44861327138176
CREWH10,,CREWE SIGNAL NH10/12,,,
CREWH19,,CREWE SSN SIG. NH19,,53.080453717071,-2.43422472371832
CREWH34,,CREWE SIGNAL BH34,,53.0766707939429,-2.42966918636737
CREWH36,,CREWE SIGNAL BH34,,53.0766710299932,-2.42971844395964
CREWH44,,CREWE SIG.NH43/44 (SSN),,53.0743572732903,-2.4245157174095
CREWL37,,GRESTY LANE SIG. GL37,,53.0806156359314,-2.43481527611486
CREWLNW,,CREWE C.S. (L&NWR SITE),,53.0820248270753,-2.42796813884219
CREWMDE,,CREWE ELECTRIC MD,,53.0939729854217,-2.43770195812962
CREWMRA,,MOTOR RAIL TERMINAL A,,53.0939614859701,-2.43769579824841
CREWMRB,,HERITAGE CENTRE G.F.,,53.0931923803952,-2.43606765272136
CREWNMS,,CREWE NEW MIDDLE SIDINGS,,,
CREWOCG,,"CREWE WESTON GATE (O,C&G)",,53.0790353706676,-2.41705448882154
CREWPAD,,PAD (GRESTY LANE),,53.0794236977992,-2.43843610402767
CREWPLP,,UP & DOWN POTTERY LOOP,,53.0809243850138,-2.42458340195297
CREWPWS,,CREWE P WAY SHOPS YARD,,53.0793450484279,-2.41846070665022
CREWSBG,,SYDNEY BRIDGE,,53.1016475905789,-2.42848154433249
CREWSBS,,STEVENTON BULK STORAGE,,53.0800081843205,-2.43165537454226
CREWSG5,,CREWE SIGNAL SG5/9,,,
CREWSGJ,,SALOP GOODS JN,,53.0868040700998,-2.43389359406947
CREWSJN,,SOUTH JN NTH STAFF JN,,53.079025099772,-2.41704753827934
CREWSSN,,CREWE S S NORTH,,53.0780146708956,-2.42909759959579
CREWSSS,,CREWE SORTING SDGS SOUTH,,,
CREWSYC,,SOUTH YARD (COAL SDG) DRS,,53.0796065055769,-2.42905713373772
CREWUDL,,CREWE UP & DOWN LOOP,,53.0881441,-2.4318491
CREWUML,,CREWE UP MANCHESTER LOOP,,53.093311875709,-2.43397095636075
CREWUSB,,BASFORD HALL UTS STOP,,,
CREWWKS,,CREWE WORKS (TPS REQUIREMENT),,53.0975541883034,-2.45168459146476
CREWWKX,,BRML HQ,,53.0975541883034,-2.45168459146476
CREWWLC,,WILLASTON CCTV LEVEL CROSSING,,53.0669907022482,-2.47900423706533
CREWWSC,,M&EE WAGON SHOP,,53.0795532463549,-2.43598614749732
CRFD,CRY,Crayford Rail Station,,51.44827990654,0.17893616876
CRFD542,,CRAYFORD SIGNAL NK1542,,51.4493065209123,0.183156605487808
CRFDCKJ,,CRAYFORD CREEK JUNCTION,,51.4628069652499,0.194627466467182
CRFDSPA,,CRAYFORD SPUR A,,51.451885532364,0.202593924644048
CRFDSPB,,CRAYFORD SPUR B,,51.4512093918144,0.197799372253152
CRFDSPR,,CRAYFORD SPUR,,51.4518836326923,0.202610482804949
CRFTDEP,XRF,CROFTON DEPOT,,53.6666489774232,-1.4437737411212
CRFTESP,,CROFTON EAST SPUR,,53.6680620141713,-1.4387945226523
CRFTNEJ,,CROFTON EAST JN,,53.6662525702655,-1.44204765225944
CRFTNWJ,,CROFTON WEST JN,,53.6632226459677,-1.45916706797899
CRGD963,,CRAIGENDORAN,,55.9916030338781,-4.69988688178716
CRGDRCE,,CRAIGENDORAN JN C.E.,,55.9933328069242,-4.70334594013888
CRGDRN,CGD,Craigendoran Rail Station,,55.99479604341,-4.71124372622
CRGDRNJ,,CRAIGENDORAN JN,,55.9938272228601,-4.7061287435662
CRGDWHL,,CRAIGENDORAN WHL,,55.9947901042425,-4.71128454351998
CRGHLSB,,CRAG HALL,,54.5669017126722,-0.916395767961308
CRGHSC1,,CRAG HALL SIGNAL C1,,54.5669088328344,-0.916424722527586
CRGICBC,,BLUE CIRCLE,,57.1287374863528,-2.08378856322348
CRGICCE,,CE SIDINGS,,57.1282512474695,-2.09060802082497
CRGICHY,,ABERDEEN CRAIGINCHES YARD,,57.1284887866829,-2.09109458904442
CRGICLR,,CRAIGINCHES ABERDEEN C.RAIL,,57.1290347730016,-2.08451634104971
CRGIDRS,,ABERDEEN CRAIGINCHES,,57.1284887866829,-2.09109458904442
CRGIDSL,,CRAIGINCHES DOWN SDG LOOP,,57.1283496655634,-2.08641313944367
CRGIFHH,,ABERDEEN CRAIGINCHES LAFARGE,,57.1287322177059,-2.08380521277686
CRGISTH,,ABERDEEN CRAIGINCHES,,57.1300491230114,-2.07778252785372
CRGN860,,Craigentinny Sig. Ep860,,55.9558859,-3.1378482
CRGNFHH,,CRAIGENTINNY NXEC FHH FACILITY,,55.9545925566186,-3.13244043906173
CRGNSNS,,CRAIGINCHES NORTH SIDINGS,,57.1297734,-2.0951921
CRGNTNY,XCN,CM&EE CRAIGENTINNY T&RSMD,,55.9527394149447,-3.12687071411678
CRGNTPS,,CRAIGENTINNY PORTOBELLO SDGS,,55.9489371670397,-3.1137662018917
CRGNTYJ,,CRAIGENTINNY JN,,55.9557867161446,-3.13733849678962
CRGURE,,CRAIGNURE,,56.4714207457967,-5.70825576849894
CRHL,CWH,Crews Hill Rail Station,,51.68448581835,-0.10688701485
CRHRTLP,,CLARENCE ROAD,,54.6939411810228,-1.21172379059022
CRICCTH,CCC,Criccieth Rail Station,,52.91841049411,-4.23751192132
CRIKGF,,CRICK GF,,52.3419802896769,-1.1565844622534
CRISTSJ,,CHRISTIAN STREET JN.,,51.5114946093371,-0.0626565122077118
CRKL239,,CRICKLEWOOD SIGNAL WH239,,51.5664536,-0.2233631
CRKL2GL,,NO 2 GOODS LINE,,51.5632306,-0.218765
CRKL466,,CRICKLEWOOD SIG WH466&455,,51.5709406986803,-0.229742809422827
CRKL539,,CRICKLEWOOD SIGNAL 539,,51.5603886349742,-0.214732808832704
CRKL590,,CRICKLEWOOD SIGNAL WH590,,51.5685739846532,-0.226529863110544
CRKLDAE,,CRICKLEWOOD A TO E SIDINGS,,51.5646392,-0.2198726
CRKLDBC,,CRICKLEWOOD AGGREGATES DBC,,51.5646597977743,-0.221552880000804
CRKLDER,,CRICKLEWOOD DEPOT EXIT RD,,51.5591329504883,-0.213548743140764
CRKLDNJ,,CRICKLEWOOD DEP NORTH CON,,51.5710766632448,-0.229520932519777
CRKLDPS,,CRICKLEWOOD SOUTH SIDINGS,,51.5638769580956,-0.219298946724193
CRKLDPT,,CRICKLEWOOD DEPOT,,51.5631398121324,-0.218025006800432
CRKLDRN,,CRICKLEWOOD DEP ROAD NORTH,,51.5647133,-0.22007
CRKLDRS,,CRICKLEWOOD DEP ROAD SOUTH,,51.5623224,-0.216797
CRKLDSS,,Cricklewood South Sidings,,51.5644156,-0.2197629
CRKLFHH,,CRICKLEWOOD F/L HEAVY HAUL,,51.564601819852,-0.217931390403849
CRKLFRD,,CRICKLEWOOD FUEL ROAD,,51.564737,-0.2200051
CRKLGBR,,CRICKLWOOD REC SDGS GBRF,,51.5640530607254,-0.221320082931968
CRKLLAF,,CRICKLEWOOD LAFARGE,,51.5630467141863,-0.219939826790683
CRKLNES,,CRICKLEWOOD NTH END GBF,,51.5708890093063,-0.227631547654522
CRKLNLF,,CRICKLEWOOD N.L.F.C.,,51.570011326134,-0.22641183541084
CRKLREC,,CRICKLEWOOD NORTH REC LINE,,51.5701361957484,-0.228277768837959
CRKLRL,,CRICKLEWOOD RECEPT LINGER,,51.5646040079299,-0.217922428576114
CRKLRTS,,LONDON BRICK LANDFILL,,51.5646036844277,-0.217934162694503
CRKLSCS,,Cricklewood Sidings (GBRf),,51.5648839,-0.219958
CRKLSHN,,CRICKLEWOOD RDP SHUNT NECK,,51.5695263301761,-0.227642806528526
CRKLTMP,,CRICKLEWOOD TAMPER SIDING,,51.5631641,-0.2178797
CRKLUGL,,UP GOODS LOOP,,51.5588212401214,-0.212737862787085
CRKLWCJ,,CURVE JN,,51.5539837299008,-0.208481885146568
CRKLWD,CRI,Cricklewood Rail Station,,51.5584529595,-0.2126765563
CRKLWDJ,,DEPOT JN,,51.5718650577572,-0.230685351849144
CRKLWRL,,CRICKLEWOOD WASH LINE,,51.5632113,-0.2186291
CRKLWRS,,CRICKLEWOOD RECESS SDG,,51.5631859793641,-0.218699262745392
CRKLWSJ,,SOUTH JUNCTION,,51.556190157893,-0.210606169400668
CRKRN,CKN,Crewkerne Rail Station,,50.87353559101,-2.77849601518
CRLK,CLU,Carluke Rail Station,,55.7312648908,-3.84892484004
CRLN,CTN,Charlton Rail Station,,51.48681328818,0.03125757663
CRLNJN,,CHARLTON JUNCTION,,51.4860693946387,0.0275946589755656
CRLNXOV,,CHARLTON C & P XOVER,,51.487059311709,0.0325140028728647
CRLORTJ,,CRAIGLOCKHART JN,,55.9290320614647,-3.23006469192429
CRLTOTL,,CARLTON ON TRENT LOOP,,53.1646470249252,-0.815991790261785
CRMBRND,,MOD (NAVY) CROMBIE,,56.0415854,-3.5171843
CRMLNGT,CRM,Cramlington Rail Station,,55.08776801002,-1.59859494517
CRMN579,,CARMONDEAN JN SIG EN579,,55.8990323,-3.5518545
CRMN581,,CARMONDEAN JN SIG EN581,,55.8990323,-3.5518545
CRMNDNJ,,CARMONDEAN JN,,55.8990371993304,-3.5518491595537
CRMRSEJ,,CAMELON,,56.0067231531462,-3.81698701136996
CRMRSWJ,,CARMUIRS WEST JN,,56.0047154697407,-3.83779845984639
CRNBRKJ,,FORMER CORNBROOK JUNCTION,,53.4681421601773,-2.26999914731512
CRNF,CNF,Carnforth Rail Station,,54.12967796325,-2.77123240407
CRNFCES,,CARNFORTH CE SIDING,,54.1366757003002,-2.78001850862349
CRNFDSG,,CARNFORTH DOWN SDGS,,54.1256013525561,-2.77776048198824
CRNFFMJ,,FURNESS & MIDLAND JN,,54.1357660581729,-2.77624190973003
CRNFNJN,XOA,NORTH JUNCTION,,54.1284514811185,-2.77300441513198
CRNFPD,,CARNFORTH PLANT SIDING,,54.1345791024716,-2.77336425499974
CRNFRHS,,LHS,,54.132034534538,-2.77186303376562
CRNFRTC,,TC,,54.1264407185326,-2.77625638646055
CRNFSJN,,CARNFORTH SOUTH JN,,54.1234664035249,-2.77952080799931
CRNFSTM,,STEAMTOWN RAILWAY MUSEUM,,54.1321863214539,-2.77275749547433
CRNFUGL,XCS,DOWN & UP GOODS LOOP,,54.1272793099064,-2.77482874619069
CRNFUPL,,UP PASSENGER LOOP,,54.1275932310843,-2.77400223900894
CRNFVQ,,VIRTUAL QUARRY,,54.1367625182738,-2.78031192156197
CRNG,CHG,Charing (Kent) Rail Station,,51.208099312,0.79033127776
CRNGX,XXB,CHARING CROSSOVER,,51.2008425947927,0.764183102768798
CRNLAME,,CRIANLARICH DOWN SIDING,,56.3902049148466,-4.61875764935135
CRNLLCE,,Crianlarich Lower Civil Engineering,,56.39447,-4.6229288
CRNLRCE,,PWSS CRIANLARICH SOUTH,,56.3891255557876,-4.61805310965564
CRNLRCH,CNR,Crianlarich Rail Station,,56.39047613308,-4.61843353149
CRNLRGF,,CRIANLARICH GF,,56.3872332,-4.6189797
CRNLRHL,,CRIANLARICH LOWER,,56.3960879589406,-4.62867431603448
CRNLUDS,,CRIANLARICH DOWN SIDINGS,,56.3902242650139,-4.61876066893254
CROCOMB,,CROWCOMBE(W.SOMERSET RLY),,,
CROESND,,RECP/M&EE SDG,,53.0458923549232,-3.00371722867346
CROESNF,XNF,NORTH FORK,,53.0458779725507,-3.00369783580023
CROFFHH,,CROFT QUARRY FLHH,,52.5586430033379,-1.23895837208257
CROFGBR,,CROFT QUARRY GBRF,,52.5586522304821,-1.23897423043044
CROFTQY,,ENGLISH CHINA CLAY (QUARRY),,52.5602874691065,-1.24040765657373
CROFTS,,CROFT,,52.5586209078252,-1.23759463652294
CROGAR,,CROSBY GARRETT,,54.482768241624,-2.42482621710346
CROGSMA,,SMARDALE VIADUCT,,54.4681746101156,-2.41268420668293
CROKSNL,,CROOKSTON LOOP,,55.8421828529531,-4.3654831311497
CROKSTN,CKT,Crookston Rail Station,,55.84231302331,-4.364674969
CROMFD,CMF,Cromford Rail Station,,53.11293210727,-1.54916184671
CRONBDE,,CARRONBRIDGE,,55.3019717383056,-3.77689076146085
CROSSHL,COI,Crosshill Rail Station,,55.833285156,-4.2568112807
CROT,CSO,Croston Rail Station,,53.66756007864,-2.77774970573
CROUCHH,CRH,Crouch Hill Rail Station,,51.57130187905,-0.1171487389
CROWLE,CWE,Crowle Rail Station,,53.58973313827,-0.8173585581
CROWMH,,MEDGE HALL,,53.6016329961861,-0.872239264918682
CROXTON,,CROXTON AHB,,52.4454949042087,0.797913449500878
CROY,CRO,Croy Rail Station,,55.95567733298,-4.03597595896
CROYJBM,,CROYDON JBMT HEADQUARTERS,,,
CRPHLY,CPH,Caerphilly Rail Station,,51.57157711257,-3.21848198941
CRPNDPK,CPK,Carpenders Park Rail Station,,51.62835115098,-0.38593903154
CRSHLTB,CSB,Carshalton Beeches Rail Station,,51.35741095646,-0.16979696515
CRSHLTN,CSH,Carshalton Rail Station,,51.36845431378,-0.16636845644
CRSKEYS,CKY,Crosskeys Rail Station,,51.62090186299,-3.1261699232
CRSKYJN,,CROSS KEYS JCN,,51.6227430910367,-3.12933084477443
CRSMYLF,CMY,Crossmyloof Rail Station,,55.83394562496,-4.28431739537
CRSNGTN,CSG,Cressington Rail Station,,53.3587489882,-2.91200286503
CRST405,,CARSTAIRS SIG MC405,,55.6903382952399,-3.70669568041084
CRST408,,CARSTAIRS SIG MC408,,55.692738,-3.6832242
CRST410,,CARSTAIRS SIG MC410,,55.6903394666938,-3.70670336045964
CRST419,,CARSTAIRS SIG MC419,,55.6907926,-3.6610201
CRST420,,CARSTAIRS SIGNAL GMC420,,55.6916735,-3.6700463
CRST421,,CARSTAIRS SIG MC421,,55.687813,-3.661058
CRST422,,CARSTAIRS SIG MC422,,55.6927069414745,-3.6830871750228
CRST423,,CARSTAIRS SIG MC423,,55.6921839,-3.6868935
CRST428,,CARSTAIRS SIG MC428,,55.693561,-3.6492344
CRST436,,CARSTAIRS SIG MC436,,55.6896142564924,-3.6643869961996
CRST437,,CARSTAIRS SIG MC437,,55.6866470984203,-3.65940587604482
CRSTCE,,CE EAST CARSTAIRS PWSS,,55.6920177007071,-3.67415233495357
CRSTDPL,,CARSTAIRS D.P.L.,,55.6905667826233,-3.66736034160538
CRSTDS,,CARSTAIRS DS,,55.6905642879656,-3.66736310434534
CRSTENG,,CARSTAIRS ENGINE SIDING,,55.691175,-3.6655065
CRSTFHH,,CARSTAIRS DOWN SDGS (FHH),,55.6924226418895,-3.67682233675494
CRSTMEE,,NLC NOT REQUIRED BY WAF2,,55.6906444,-3.662888
CRSTRS,CRS,Carstairs Rail Station,,55.69104634156,-3.66847325053
CRSTRSE,,CARSTAIRS EAST JN,,55.6923908170975,-3.65350198407476
CRSTRSN,,CARSTAIRS NORTH JN,,55.6923643,-3.6872515
CRSTRSS,,CARSTAIRS,,55.6907084470193,-3.66865784856598
CRSTUPL,,CARSTAIRS U.P.L.,,55.6908681193751,-3.66697096672226
CRSWELL,,CRESSWELL (L M),,,
CRTHLPJ,,COURTHILL LOOP NORTH JN,,51.461679380505,-0.0141334833008037
CRTN,CTO,Carlton Rail Station,,52.96508726217,-1.07865491543
CRTSDYK,CDY,Cartsdyke Rail Station,,55.94221312712,-4.73159071588
CRUGWAL,,CRUGWALLINS SIDINGS,,50.3385813238097,-4.84261883616553
CRUMPSL,,CRUMPSALL MTLK,,53.5171440199903,-2.2427666371572
